cps19_gender,cps19_province,cps19_education,cps19_yob,cps19_votechoice,cps19_interest_elxn_1,cps19_v_likely
A woman,Ontario,Completed secondary/ high school,1952,Conservative Party,6,Certain to vote
A man,Ontario,Professional degree or doctorate,1967,Green Party,8,Likely to vote
A woman,Ontario,"Some technical, community college, CEGEP, College Classique",1955,ndp,6,Certain to vote
A man,British Columbia,"Some technical, community college, CEGEP, College Classique",1961,Green Party,8,Likely to vote
A man,Ontario,Master's degree,1950,Another party (please specify),5,Certain to vote
A man,Ontario,Completed secondary/ high school,1970,Conservative Party,7,Certain to vote
A man,Alberta,"Some technical, community college, CEGEP, College Classique",1946,Conservative Party,10,Certain to vote
A woman,Quebec,Bachelor's degree,1991,Don't know/ Prefer not to answer,7,Certain to vote
"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",Saskatchewan,"Some technical, community college, CEGEP, College Classique",1948,Liberal Party,10,Certain to vote
A woman,Alberta,Bachelor's degree,1957,Liberal Party,7,Certain to vote
A man,Ontario,Some elementary school,1957,NA,1,Certain not to vote
A woman,Saskatchewan,Completed secondary/ high school,1982,Conservative Party,8,Certain to vote
A woman,British Columbia,"Some technical, community college, CEGEP, College Classique",1951,Don't know/ Prefer not to answer,9,Certain to vote
A woman,Ontario,Some secondary/ high school,1976,NA,8,donot know
A man,Ontario,Completed secondary/ high school,1963,Conservative Party,9,Certain to vote
A man,Ontario,Bachelor's degree,1950,Liberal Party,10,Certain to vote
A woman,Quebec,Completed secondary/ high school,1952,Liberal Party,8,Certain to vote
A woman,Ontario,Completed secondary/ high school,1959,Don't know/ Prefer not to answer,7,Likely to vote
A man,Ontario,"Completed technical, community college, CEGEP, College Classique",1964,Liberal Party,9,Certain to vote
A woman,British Columbia,"Completed technical, community college, CEGEP, College Classique",1957,Liberal Party,8,Certain to vote
A man,Alberta,"Completed technical, community college, CEGEP, College Classique",1956,People's Party,8,Certain to vote
A man,Ontario,Bachelor's degree,1967,Conservative Party,7,Certain to vote
A man,Nova Scotia,Completed secondary/ high school,1948,Don't know/ Prefer not to answer,8,Certain to vote
A man,Quebec,Some university,1973,Bloc Québécois,8,Likely to vote
A man,Ontario,"Completed technical, community college, CEGEP, College Classique",1970,Conservative Party,8,Certain to vote
A man,Ontario,Some university,1941,Conservative Party,6,Certain to vote
A woman,British Columbia,"Some technical, community college, CEGEP, College Classique",1979,Liberal Party,7,Certain to vote
A man,Quebec,"Some technical, community college, CEGEP, College Classique",1967,Green Party,7,Certain to vote
A man,Ontario,Some secondary/ high school,1948,ndp,10,Certain to vote
A man,Ontario,Bachelor's degree,1962,Conservative Party,8,Certain to vote
A woman,Ontario,Some secondary/ high school,1968,Don't know/ Prefer not to answer,2,Likely to vote
A woman,Saskatchewan,Some secondary/ high school,1944,Conservative Party,3,Likely to vote
A woman,Ontario,Bachelor's degree,1961,NA,0,Certain not to vote
A man,Quebec,Master's degree,1979,Conservative Party,8,Likely to vote
A man,Quebec,"Completed technical, community college, CEGEP, College Classique",1970,NA,NA,Unlikely to vote
A woman,Alberta,Master's degree,1980,Conservative Party,8,Certain to vote
A man,British Columbia,"Some technical, community college, CEGEP, College Classique",1970,Conservative Party,7,Certain to vote
A man,Saskatchewan,Bachelor's degree,1944,Liberal Party,7,Certain to vote
A man,Alberta,Some university,1967,Liberal Party,10,Certain to vote
A woman,Ontario,Some secondary/ high school,1948,Conservative Party,10,Certain to vote
A woman,Ontario,Bachelor's degree,1968,ndp,4,Certain to vote
A man,Alberta,"Completed technical, community college, CEGEP, College Classique",1972,Conservative Party,10,Certain to vote
A woman,Ontario,Master's degree,1955,Conservative Party,8,Certain to vote
A man,Alberta,Bachelor's degree,1948,Conservative Party,6,Certain to vote
A man,Quebec,Completed secondary/ high school,1980,People's Party,8,Certain to vote
A man,British Columbia,Professional degree or doctorate,1965,Don't know/ Prefer not to answer,8,Certain to vote
A woman,Ontario,Bachelor's degree,1953,Conservative Party,10,Certain to vote
A man,Ontario,"Some technical, community college, CEGEP, College Classique",1964,Liberal Party,8,Certain to vote
A man,Ontario,"Completed technical, community college, CEGEP, College Classique",1962,Liberal Party,8,Certain to vote
A woman,Quebec,Some university,1952,Liberal Party,7,Certain to vote
A woman,Manitoba,"Completed technical, community college, CEGEP, College Classique",1964,Liberal Party,10,Certain to vote
A man,Ontario,Completed secondary/ high school,1960,Don't know/ Prefer not to answer,NA,Certain to vote
A woman,Quebec,"Completed technical, community college, CEGEP, College Classique",1972,Don't know/ Prefer not to answer,4,Likely to vote
A man,Ontario,"Some technical, community college, CEGEP, College Classique",1988,Don't know/ Prefer not to answer,2,Likely to vote
A woman,Quebec,Completed secondary/ high school,1995,Liberal Party,10,Certain to vote
A woman,Ontario,Completed secondary/ high school,1962,Don't know/ Prefer not to answer,2,Certain to vote
A man,Ontario,"Completed technical, community college, CEGEP, College Classique",1955,Conservative Party,5,Certain to vote
A woman,New Brunswick,"Completed technical, community college, CEGEP, College Classique",1949,Don't know/ Prefer not to answer,NA,Likely to vote
A woman,Quebec,Bachelor's degree,1984,Conservative Party,7,Certain to vote
A woman,Quebec,Bachelor's degree,1971,Conservative Party,5,Certain to vote
A man,British Columbia,Master's degree,1970,ndp,8,Certain to vote
A woman,Manitoba,Completed secondary/ high school,1969,Don't know/ Prefer not to answer,7,Likely to vote
A woman,Ontario,"Completed technical, community college, CEGEP, College Classique",1960,Conservative Party,9,Certain to vote
A man,British Columbia,"Completed technical, community college, CEGEP, College Classique",1948,Liberal Party,9,Certain to vote
A woman,Ontario,"Some technical, community college, CEGEP, College Classique",1982,Liberal Party,7,Certain to vote
A man,British Columbia,Master's degree,1954,ndp,8,Certain to vote
A man,Ontario,Some university,1943,Conservative Party,6,Certain to vote
A woman,Quebec,Bachelor's degree,1978,Don't know/ Prefer not to answer,0,Certain to vote
A man,Quebec,"Completed technical, community college, CEGEP, College Classique",1977,Conservative Party,7,Likely to vote
A man,Ontario,"Some technical, community college, CEGEP, College Classique",1970,NA,2,Unlikely to vote
A man,Ontario,"Completed technical, community college, CEGEP, College Classique",1992,ndp,7,Certain to vote
A man,Ontario,Bachelor's degree,1946,Liberal Party,9,Certain to vote
A man,Ontario,"Some technical, community college, CEGEP, College Classique",1942,Liberal Party,9,Certain to vote
A woman,Alberta,"Some technical, community college, CEGEP, College Classique",1954,Conservative Party,10,Certain to vote
A woman,Ontario,Completed elementary school,1951,Liberal Party,8,Certain to vote
A woman,British Columbia,Some secondary/ high school,1961,Liberal Party,10,Certain to vote
A woman,Quebec,Bachelor's degree,1985,Liberal Party,9,Certain to vote
A man,Ontario,"Completed technical, community college, CEGEP, College Classique",1982,ndp,10,Certain to vote
A man,Ontario,"Completed technical, community college, CEGEP, College Classique",1955,Liberal Party,9,Certain to vote
"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",New Brunswick,Completed secondary/ high school,1962,NA,6,Unlikely to vote
A man,Alberta,"Completed technical, community college, CEGEP, College Classique",1962,Liberal Party,8,Certain to vote
A woman,Saskatchewan,Completed secondary/ high school,1981,Don't know/ Prefer not to answer,6,Certain to vote
A woman,Ontario,"Completed technical, community college, CEGEP, College Classique",1969,Conservative Party,3,Certain to vote
A woman,Manitoba,Some secondary/ high school,1970,Conservative Party,9,Likely to vote
A woman,Ontario,"Completed technical, community college, CEGEP, College Classique",1962,Don't know/ Prefer not to answer,4,Likely to vote
A man,Ontario,Bachelor's degree,1958,Liberal Party,3,Likely to vote
A man,Ontario,Bachelor's degree,1973,Don't know/ Prefer not to answer,7,Certain to vote
A man,Quebec,Completed secondary/ high school,1981,Liberal Party,7,Certain to vote
A man,Ontario,"Some technical, community college, CEGEP, College Classique",1942,Liberal Party,8,Certain to vote
A woman,Prince Edward Island,Completed secondary/ high school,1960,Don't know/ Prefer not to answer,1,Certain to vote
A woman,British Columbia,"Completed technical, community college, CEGEP, College Classique",1960,ndp,9,Certain to vote
A man,Ontario,Bachelor's degree,1980,Liberal Party,10,Certain to vote
A man,Alberta,"Some technical, community college, CEGEP, College Classique",1960,Conservative Party,9,Certain to vote
A man,Newfoundland and Labrador,"Completed technical, community college, CEGEP, College Classique",1988,NA,6,donot know
A woman,Ontario,Completed secondary/ high school,1965,People's Party,10,Certain to vote
A woman,Ontario,Master's degree,1986,Conservative Party,6,Certain to vote
A man,Quebec,"Some technical, community college, CEGEP, College Classique",1920,Conservative Party,7,Certain to vote
A woman,Quebec,Professional degree or doctorate,1988,Liberal Party,NA,Likely to vote
A man,Quebec,Completed secondary/ high school,1951,Liberal Party,8,Certain to vote
A woman,British Columbia,"Some technical, community college, CEGEP, College Classique",1954,Liberal Party,6,Certain to vote
A man,Quebec,"Completed technical, community college, CEGEP, College Classique",1951,Green Party,9,Certain to vote
A woman,Manitoba,Completed secondary/ high school,1958,Liberal Party,10,Certain to vote
A woman,Quebec,Bachelor's degree,1973,Green Party,7,Likely to vote
A man,Quebec,"Completed technical, community college, CEGEP, College Classique",1990,Don't know/ Prefer not to answer,7,Likely to vote
A woman,British Columbia,"Completed technical, community college, CEGEP, College Classique",1958,ndp,6,Certain to vote
A man,Alberta,"Completed technical, community college, CEGEP, College Classique",1967,Conservative Party,8,Certain to vote
A man,Alberta,"Some technical, community college, CEGEP, College Classique",1942,Conservative Party,9,Certain to vote
A man,British Columbia,Master's degree,1980,ndp,6,Likely to vote
A man,British Columbia,Some university,1954,Liberal Party,7,Certain to vote
A man,Alberta,"Completed technical, community college, CEGEP, College Classique",1963,Conservative Party,10,Certain to vote
A man,Manitoba,"Completed technical, community college, CEGEP, College Classique",1951,Liberal Party,8,Certain to vote
A woman,Quebec,"Completed technical, community college, CEGEP, College Classique",1965,Liberal Party,8,Certain to vote
A woman,Ontario,Completed secondary/ high school,1955,NA,6,Unlikely to vote
A man,British Columbia,Master's degree,1948,Conservative Party,9,Certain to vote
A man,Quebec,"Some technical, community college, CEGEP, College Classique",1953,Liberal Party,8,Certain to vote
A woman,Alberta,Some university,1987,ndp,3,Certain to vote
A woman,Ontario,"Completed technical, community college, CEGEP, College Classique",1968,Don't know/ Prefer not to answer,7,Certain to vote
A man,Quebec,Bachelor's degree,1962,Conservative Party,10,Certain to vote
A woman,Ontario,"Some technical, community college, CEGEP, College Classique",1966,NA,1,Unlikely to vote
A woman,Quebec,Master's degree,1985,Don't know/ Prefer not to answer,10,Certain to vote
A man,Ontario,"Completed technical, community college, CEGEP, College Classique",1971,Don't know/ Prefer not to answer,9,Certain to vote
A woman,Ontario,"Some technical, community college, CEGEP, College Classique",1955,Conservative Party,7,Certain to vote
A man,Ontario,Completed secondary/ high school,1954,Conservative Party,6,Certain to vote
A woman,Nova Scotia,Completed secondary/ high school,1955,Liberal Party,10,Certain to vote
A woman,Ontario,Bachelor's degree,1967,Liberal Party,6,Certain to vote
A man,Ontario,Professional degree or doctorate,1987,Liberal Party,7,Certain to vote
A man,Alberta,"Completed technical, community college, CEGEP, College Classique",1950,Conservative Party,5,Certain to vote
A woman,Quebec,"Completed technical, community college, CEGEP, College Classique",1948,Liberal Party,8,Certain to vote
A woman,Ontario,"Completed technical, community college, CEGEP, College Classique",1943,Liberal Party,9,Certain to vote
A man,Ontario,Master's degree,1972,Green Party,8,Certain to vote
A man,Ontario,"Some technical, community college, CEGEP, College Classique",1962,Liberal Party,8,Certain to vote
A woman,Ontario,Bachelor's degree,1980,Don't know/ Prefer not to answer,7,Likely to vote
A man,Quebec,Completed secondary/ high school,1952,Liberal Party,9,Certain to vote
A woman,British Columbia,Some university,1967,Conservative Party,7,Certain to vote
A man,Quebec,Bachelor's degree,1953,Bloc Québécois,7,Certain to vote
A woman,Alberta,Some university,1964,Conservative Party,8,Certain to vote
A man,Alberta,Master's degree,1954,Green Party,7,Certain to vote
A woman,Saskatchewan,"Completed technical, community college, CEGEP, College Classique",1956,Conservative Party,7,Certain to vote
